"DATE","PROVINCE","REGION","NR_REPORTING","TOTAL_IN","TOTAL_IN_ICU","NEW_IN","NEW_IN_ICU","TOTAL_IN_RESP","TOTAL_IN_ECMO"
2020-07-06,"Brussels","Brussels",15,26,11,1,1,5,1
2020-07-06,"Hainaut","Wallonia",14,15,2,0,0,1,0
2020-07-06,"Limburg","Flanders",7,11,1,1,1,0,0
2020-07-06,"Liège","Wallonia",12,13,1,0,0,1,0
2020-07-06,"Luxembourg","Wallonia",3,6,0,0,0,0,0
2020-07-06,"Namur","Wallonia",6,5,0,0,0,0,0
2020-07-06,"OostVlaanderen","Flanders",14,24,2,2,2,2,0
2020-07-06,"VlaamsBrabant","Flanders",6,10,1,0,0,2,0
2020-07-06,"WestVlaanderen","Flanders",11,27,2,3,3,0,0
2020-07-07,"Antwerpen","Flanders",14,33,7,2,2,3,1
2020-07-07,"BrabantWallon","Wallonia",2,1,0,0,0,0,0
2020-07-07,"Brussels","Brussels",15,28,11,0,0,5,1
2020-07-07,"Hainaut","Wallonia",14,13,2,0,0,1,0
2020-07-07,"Limburg","Flanders",7,12,1,2,2,0,0
2020-07-07,"Liège","Wallonia",12,12,1,2,2,1,0
2020-07-07,"Luxembourg","Wallonia",3,7,0,0,0,0,0
2020-07-07,"Namur","Wallonia",6,5,0,0,0,0,0
2020-07-07,"OostVlaanderen","Flanders",14,25,2,2,2,2,0
2020-07-07,"VlaamsBrabant","Flanders",6,11,4,2,2,1,0
2020-07-07,"WestVlaanderen","Flanders",11,31,4,7,7,2,0
2020-07-08,"Antwerpen","Flanders",14,32,8,1,1,3,1
2020-07-08,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-07-08,"Brussels","Brussels",15,33,11,4,4,5,1
2020-07-08,"Hainaut","Wallonia",14,12,1,1,1,1,0
2020-07-08,"Limburg","Flanders",7,13,2,2,2,0,0
2020-07-08,"Liège","Wallonia",12,10,2,0,0,1,0
2020-07-08,"Luxembourg","Wallonia",3,5,0,0,0,0,0
2020-07-08,"Namur","Wallonia",6,5,0,0,0,0,0
2020-07-08,"OostVlaanderen","Flanders",14,18,2,0,0,2,0
2020-07-08,"VlaamsBrabant","Flanders",6,11,4,0,0,1,0
2020-07-08,"WestVlaanderen","Flanders",11,26,2,1,1,2,0
2020-07-09,"Antwerpen","Flanders",14,34,10,1,1,3,1
2020-07-09,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-07-09,"Brussels","Brussels",15,29,12,0,0,5,1
2020-07-09,"Hainaut","Wallonia",14,12,1,0,0,1,0
2020-07-09,"Limburg","Flanders",7,10,1,0,0,0,0
2020-07-09,"Liège","Wallonia",12,8,2,0,0,2,0
2020-07-09,"Luxembourg","Wallonia",3,6,0,0,0,0,0
2020-07-09,"Namur","Wallonia",6,5,0,1,1,0,0
2020-07-09,"OostVlaanderen","Flanders",14,16,2,4,4,2,0
2020-07-09,"VlaamsBrabant","Flanders",6,12,5,1,1,1,0
2020-07-09,"WestVlaanderen","Flanders",11,28,3,4,4,2,0
2020-07-10,"Antwerpen","Flanders",14,28,9,0,0,4,0
2020-07-10,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-07-10,"Brussels","Brussels",15,28,11,1,1,4,1
2020-07-10,"Hainaut","Wallonia",14,8,1,0,0,1,0
2020-07-10,"Limburg","Flanders",7,9,1,0,0,0,0
2020-07-10,"Liège","Wallonia",12,9,2,0,0,2,0
2020-07-10,"Luxembourg","Wallonia",3,5,0,0,0,0,0
2020-07-10,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-10,"OostVlaanderen","Flanders",14,12,2,1,1,2,0
2020-07-10,"VlaamsBrabant","Flanders",6,11,4,0,0,1,0
2020-07-10,"WestVlaanderen","Flanders",11,29,2,4,4,1,0
2020-07-11,"Antwerpen","Flanders",14,24,8,4,4,3,0
2020-07-11,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-07-11,"Brussels","Brussels",15,25,8,2,2,4,1
2020-07-11,"Hainaut","Wallonia",14,6,1,0,0,1,0
2020-07-11,"Limburg","Flanders",7,9,2,3,3,1,0
2020-07-11,"Liège","Wallonia",12,7,2,0,0,2,0
2020-07-11,"Luxembourg","Wallonia",3,6,0,0,0,0,0
2020-07-11,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-11,"OostVlaanderen","Flanders",14,13,3,0,0,2,0
2020-07-11,"VlaamsBrabant","Flanders",6,9,3,0,0,1,0
2020-07-11,"WestVlaanderen","Flanders",11,29,1,2,2,1,0
2020-07-12,"Antwerpen","Flanders",14,24,8,0,0,3,0
2020-07-12,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-07-12,"Brussels","Brussels",15,26,8,2,2,3,0
2020-07-12,"Hainaut","Wallonia",14,5,0,0,0,0,0
2020-07-12,"Limburg","Flanders",7,8,1,1,1,0,0
2020-07-12,"Liège","Wallonia",12,6,2,0,0,2,0
2020-07-12,"Luxembourg","Wallonia",3,5,0,0,0,0,0
2020-07-12,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-12,"OostVlaanderen","Flanders",14,12,3,0,0,2,0
2020-07-12,"VlaamsBrabant","Flanders",6,9,3,0,0,1,0
2020-07-12,"WestVlaanderen","Flanders",11,31,2,4,4,1,0
2020-07-13,"Antwerpen","Flanders",14,23,8,0,0,6,0
2020-07-13,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-07-13,"Brussels","Brussels",15,25,5,1,1,3,0
2020-07-13,"Hainaut","Wallonia",14,5,0,1,1,0,0
2020-07-13,"Limburg","Flanders",7,10,1,1,1,0,0
2020-07-13,"Liège","Wallonia",12,7,2,1,1,2,0
2020-07-13,"Luxembourg","Wallonia",3,5,1,0,0,0,0
2020-07-13,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-13,"OostVlaanderen","Flanders",14,14,2,2,2,1,0
2020-07-13,"VlaamsBrabant","Flanders",6,9,3,0,0,1,0
2020-07-13,"WestVlaanderen","Flanders",11,36,1,3,3,1,0
2020-07-14,"Antwerpen","Flanders",14,20,8,1,1,6,0
2020-07-14,"BrabantWallon","Wallonia",2,3,0,0,0,0,0
2020-07-14,"Brussels","Brussels",15,27,8,3,3,3,0
2020-07-14,"Hainaut","Wallonia",14,10,0,5,5,0,0
2020-07-14,"Limburg","Flanders",7,13,2,3,3,1,0
2020-07-14,"Liège","Wallonia",12,9,2,2,2,2,0
2020-07-14,"Luxembourg","Wallonia",3,4,0,0,0,0,0
2020-07-14,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-14,"OostVlaanderen","Flanders",14,11,2,0,0,1,0
2020-07-14,"VlaamsBrabant","Flanders",6,8,2,0,0,2,0
2020-07-14,"WestVlaanderen","Flanders",11,38,3,4,4,2,0
2020-07-15,"Antwerpen","Flanders",14,19,8,2,2,6,0
2020-07-15,"BrabantWallon","Wallonia",2,3,0,0,0,0,0
2020-07-15,"Brussels","Brussels",15,27,8,2,2,4,0
2020-07-15,"Hainaut","Wallonia",14,15,0,3,3,0,0
2020-07-15,"Limburg","Flanders",7,11,2,1,1,1,0
2020-07-15,"Liège","Wallonia",12,8,2,0,0,2,0
2020-07-15,"Luxembourg","Wallonia",3,3,0,0,0,0,0
2020-07-15,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-15,"OostVlaanderen","Flanders",14,16,2,3,3,1,0
2020-07-15,"VlaamsBrabant","Flanders",6,8,2,0,0,1,0
2020-07-15,"WestVlaanderen","Flanders",11,36,3,0,0,2,0
2020-07-16,"Antwerpen","Flanders",14,19,8,2,2,6,0
2020-07-16,"BrabantWallon","Wallonia",2,2,0,0,0,0,0
2020-07-16,"Brussels","Brussels",15,24,8,1,1,5,0
2020-07-16,"Hainaut","Wallonia",14,13,0,1,1,0,0
2020-07-16,"Limburg","Flanders",7,12,2,0,0,0,0
2020-07-16,"Liège","Wallonia",12,7,2,0,0,2,0
2020-07-16,"Luxembourg","Wallonia",3,3,0,0,0,0,0
2020-07-16,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-16,"OostVlaanderen","Flanders",14,13,2,0,0,1,0
2020-07-16,"VlaamsBrabant","Flanders",6,7,2,0,0,1,0
2020-07-16,"WestVlaanderen","Flanders",11,43,4,9,9,2,0
2020-07-17,"Antwerpen","Flanders",14,20,8,3,3,6,0
2020-07-17,"BrabantWallon","Wallonia",2,1,0,0,0,0,0
2020-07-17,"Brussels","Brussels",15,25,7,3,3,4,0
2020-07-17,"Hainaut","Wallonia",14,9,1,0,0,1,0
2020-07-17,"Limburg","Flanders",7,13,2,0,0,1,0
2020-07-17,"Liège","Wallonia",12,9,2,2,2,2,0
2020-07-17,"Luxembourg","Wallonia",3,2,0,0,0,0,0
2020-07-17,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-17,"OostVlaanderen","Flanders",14,12,2,0,0,1,0
2020-07-17,"VlaamsBrabant","Flanders",6,6,2,0,0,1,0
2020-07-17,"WestVlaanderen","Flanders",11,44,4,3,3,2,0
2020-07-18,"Antwerpen","Flanders",14,32,9,9,9,4,0
2020-07-18,"BrabantWallon","Wallonia",2,2,0,1,1,0,0
2020-07-18,"Brussels","Brussels",15,21,6,1,1,4,0
2020-07-18,"Hainaut","Wallonia",14,13,3,1,1,2,0
2020-07-18,"Limburg","Flanders",7,13,2,2,2,1,0
2020-07-18,"Liège","Wallonia",12,9,2,1,1,2,0
2020-07-18,"Luxembourg","Wallonia",3,2,0,0,0,0,0
2020-07-18,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-18,"OostVlaanderen","Flanders",14,10,2,0,0,1,0
2020-07-18,"VlaamsBrabant","Flanders",6,7,2,1,1,1,0
2020-07-18,"WestVlaanderen","Flanders",11,48,4,11,11,4,0
2020-07-19,"Antwerpen","Flanders",14,35,8,7,7,5,1
2020-07-19,"BrabantWallon","Wallonia",2,2,0,0,0,0,0
2020-07-19,"Brussels","Brussels",15,21,8,1,1,3,0
2020-07-19,"Hainaut","Wallonia",14,13,4,4,4,2,0
2020-07-19,"Limburg","Flanders",7,13,1,1,1,1,0
2020-07-19,"Liège","Wallonia",12,10,3,1,1,2,0
2020-07-19,"Luxembourg","Wallonia",3,2,0,0,0,0,0
2020-07-19,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-19,"OostVlaanderen","Flanders",14,10,0,0,0,0,0
2020-07-19,"VlaamsBrabant","Flanders",6,7,2,0,0,0,0
2020-07-19,"WestVlaanderen","Flanders",11,51,5,4,4,2,0
2020-07-20,"Antwerpen","Flanders",14,39,10,3,3,7,1
2020-07-20,"BrabantWallon","Wallonia",2,2,0,0,0,0,0
2020-07-20,"Brussels","Brussels",15,24,8,3,3,1,0
2020-07-20,"Hainaut","Wallonia",14,13,4,0,0,2,0
2020-07-20,"Limburg","Flanders",7,18,2,4,4,2,0
2020-07-20,"Liège","Wallonia",12,11,4,1,1,3,0
2020-07-20,"Luxembourg","Wallonia",3,2,0,0,0,0,0
2020-07-20,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-20,"OostVlaanderen","Flanders",14,11,0,1,1,0,0
2020-07-20,"VlaamsBrabant","Flanders",6,8,2,0,0,0,0
2020-07-20,"WestVlaanderen","Flanders",11,49,6,2,2,2,0
2020-07-21,"Antwerpen","Flanders",14,37,9,4,4,4,1
2020-07-21,"BrabantWallon","Wallonia",2,1,0,0,0,0,0
2020-07-21,"Brussels","Brussels",15,25,6,1,1,2,0
2020-07-21,"Hainaut","Wallonia",14,15,4,0,0,2,0
2020-07-21,"Limburg","Flanders",7,16,1,1,1,1,0
2020-07-21,"Liège","Wallonia",12,11,4,0,0,3,0
2020-07-21,"Luxembourg","Wallonia",3,2,0,0,0,0,0
2020-07-21,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-21,"OostVlaanderen","Flanders",14,9,0,0,0,0,0
2020-07-21,"VlaamsBrabant","Flanders",6,5,2,0,0,0,0
2020-07-21,"WestVlaanderen","Flanders",11,47,7,3,3,3,0
2020-07-22,"Antwerpen","Flanders",14,45,11,4,4,7,1
2020-07-22,"BrabantWallon","Wallonia",2,1,0,0,0,0,0
2020-07-22,"Brussels","Brussels",15,26,8,2,2,2,0
2020-07-22,"Hainaut","Wallonia",14,18,6,3,3,2,0
2020-07-22,"Limburg","Flanders",7,12,2,1,1,2,0
2020-07-22,"Liège","Wallonia",12,13,5,2,2,3,0
2020-07-22,"Luxembourg","Wallonia",3,2,0,0,0,0,0
2020-07-22,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-22,"OostVlaanderen","Flanders",14,14,0,4,4,0,0
2020-07-22,"VlaamsBrabant","Flanders",6,5,2,0,0,0,0
2020-07-22,"WestVlaanderen","Flanders",11,51,7,7,7,2,0
2020-07-23,"Antwerpen","Flanders",14,41,10,12,12,6,1
2020-07-23,"BrabantWallon","Wallonia",2,1,0,0,0,0,0
2020-07-23,"Brussels","Brussels",15,34,10,4,4,2,0
2020-07-23,"Hainaut","Wallonia",14,21,5,4,4,2,0
2020-07-23,"Limburg","Flanders",7,18,1,4,4,1,0
2020-07-23,"Liège","Wallonia",12,13,3,1,1,2,0
2020-07-23,"Luxembourg","Wallonia",3,2,0,0,0,0,0
2020-07-23,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-23,"OostVlaanderen","Flanders",14,12,0,1,1,0,0
2020-07-23,"VlaamsBrabant","Flanders",6,7,2,1,1,1,0
2020-07-23,"WestVlaanderen","Flanders",11,50,9,6,6,1,0
2020-07-24,"Antwerpen","Flanders",14,42,10,9,9,6,1
2020-07-24,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-07-24,"Brussels","Brussels",15,37,10,6,6,3,0
2020-07-24,"Hainaut","Wallonia",14,19,6,2,2,2,0
2020-07-24,"Limburg","Flanders",7,21,2,2,2,1,0
2020-07-24,"Liège","Wallonia",12,14,3,3,3,2,0
2020-07-24,"Luxembourg","Wallonia",3,2,0,1,1,0,0
2020-07-24,"Namur","Wallonia",6,5,0,1,1,0,0
2020-07-24,"OostVlaanderen","Flanders",14,15,1,3,3,0,0
2020-07-24,"VlaamsBrabant","Flanders",6,7,2,0,0,2,0
2020-07-24,"WestVlaanderen","Flanders",11,56,7,7,7,1,0
2020-07-25,"Antwerpen","Flanders",14,46,12,8,8,6,1
2020-07-25,"BrabantWallon","Wallonia",2,1,0,1,1,0,0
2020-07-25,"Brussels","Brussels",15,29,10,4,4,3,0
2020-07-25,"Hainaut","Wallonia",14,19,6,2,2,3,0
2020-07-25,"Limburg","Flanders",7,22,2,3,3,1,0
2020-07-25,"Liège","Wallonia",12,12,4,0,0,2,0
2020-07-25,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-07-25,"Namur","Wallonia",6,4,0,0,0,0,0
2020-07-25,"OostVlaanderen","Flanders",14,15,1,2,2,0,0
2020-07-25,"VlaamsBrabant","Flanders",6,7,2,1,1,2,0
2020-07-25,"WestVlaanderen","Flanders",11,54,7,5,5,2,0
2020-07-26,"Antwerpen","Flanders",14,51,13,5,5,7,1
2020-07-26,"BrabantWallon","Wallonia",2,1,0,0,0,0,0
2020-07-26,"Brussels","Brussels",15,33,12,4,4,3,0
2020-07-26,"Hainaut","Wallonia",14,19,5,1,1,3,0
2020-07-26,"Limburg","Flanders",7,22,2,2,2,1,0
2020-07-26,"Liège","Wallonia",12,12,5,1,1,2,0
2020-07-26,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-07-26,"Namur","Wallonia",6,3,0,0,0,0,0
2020-07-26,"OostVlaanderen","Flanders",14,18,1,2,2,0,0
2020-07-26,"VlaamsBrabant","Flanders",6,6,2,0,0,2,0
2020-07-26,"WestVlaanderen","Flanders",11,45,7,1,1,2,0
2020-07-27,"Antwerpen","Flanders",14,55,16,14,14,8,1
2020-07-27,"BrabantWallon","Wallonia",2,1,0,0,0,0,0
2020-07-27,"Brussels","Brussels",15,32,12,3,3,3,0
2020-07-27,"Hainaut","Wallonia",14,20,5,1,1,3,0
2020-07-27,"Limburg","Flanders",7,20,3,0,0,1,0
2020-07-27,"Liège","Wallonia",12,14,6,2,2,2,0
2020-07-27,"Luxembourg","Wallonia",3,2,0,1,1,0,0
2020-07-27,"Namur","Wallonia",6,3,0,0,0,0,0
2020-07-27,"OostVlaanderen","Flanders",14,19,1,2,2,1,0
2020-07-27,"VlaamsBrabant","Flanders",6,6,2,0,0,2,0
2020-07-27,"WestVlaanderen","Flanders",11,50,7,5,5,2,0
2020-07-28,"Antwerpen","Flanders",14,67,16,21,21,8,1
2020-07-28,"BrabantWallon","Wallonia",2,1,0,0,0,0,0
2020-07-28,"Brussels","Brussels",15,37,11,8,8,4,0
2020-07-28,"Hainaut","Wallonia",14,16,4,2,2,2,1
2020-07-28,"Limburg","Flanders",7,23,3,3,3,1,0
2020-07-28,"Liège","Wallonia",12,17,6,3,3,3,0
2020-07-28,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-07-28,"Namur","Wallonia",6,3,0,0,0,0,0
2020-07-28,"OostVlaanderen","Flanders",14,15,1,0,0,1,0
2020-07-28,"VlaamsBrabant","Flanders",6,5,2,0,0,2,0
2020-07-28,"WestVlaanderen","Flanders",11,47,6,4,4,1,0
2020-07-29,"Antwerpen","Flanders",14,75,18,7,7,9,1
2020-07-29,"BrabantWallon","Wallonia",2,2,0,1,1,0,0
2020-07-29,"Brussels","Brussels",15,48,11,11,11,4,0
2020-07-29,"Hainaut","Wallonia",14,20,4,1,1,3,1
2020-07-29,"Limburg","Flanders",7,25,2,4,4,1,0
2020-07-29,"Liège","Wallonia",12,19,5,3,3,2,0
2020-07-29,"Luxembourg","Wallonia",3,3,0,2,2,0,0
2020-07-29,"Namur","Wallonia",6,4,0,1,1,0,0
2020-07-29,"OostVlaanderen","Flanders",14,17,2,2,2,2,0
2020-07-29,"VlaamsBrabant","Flanders",6,5,2,0,0,2,0
2020-07-29,"WestVlaanderen","Flanders",11,45,3,3,3,1,0
2020-07-30,"Antwerpen","Flanders",14,78,16,15,15,7,1
2020-07-30,"BrabantWallon","Wallonia",2,2,0,0,0,0,0
2020-07-30,"Brussels","Brussels",15,56,9,5,5,5,0
2020-07-30,"Hainaut","Wallonia",14,22,6,2,2,5,1
2020-07-30,"Limburg","Flanders",7,20,2,0,0,1,0
2020-07-30,"Liège","Wallonia",12,23,5,4,4,2,0
2020-07-30,"Luxembourg","Wallonia",3,2,0,0,0,0,0
2020-07-30,"Namur","Wallonia",6,3,0,0,0,0,0
2020-07-30,"OostVlaanderen","Flanders",14,17,1,1,1,1,0
2020-07-30,"VlaamsBrabant","Flanders",6,5,2,0,0,1,0
2020-07-30,"WestVlaanderen","Flanders",11,39,1,3,3,1,0
2020-07-31,"Antwerpen","Flanders",14,83,18,13,13,8,1
2020-07-31,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-07-31,"Brussels","Brussels",15,56,9,2,2,5,0
2020-07-31,"Hainaut","Wallonia",14,20,7,1,1,6,1
2020-07-31,"Limburg","Flanders",7,11,1,0,0,1,0
2020-07-31,"Liège","Wallonia",12,23,7,3,3,3,0
2020-07-31,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-07-31,"Namur","Wallonia",6,3,1,0,0,0,0
2020-07-31,"OostVlaanderen","Flanders",14,17,2,0,0,2,0
2020-07-31,"VlaamsBrabant","Flanders",6,4,2,0,0,1,0
2020-07-31,"WestVlaanderen","Flanders",11,35,1,0,0,1,0
2020-08-01,"Antwerpen","Flanders",14,91,22,10,10,8,1
2020-08-01,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-01,"Brussels","Brussels",15,55,10,3,3,5,0
2020-08-01,"Hainaut","Wallonia",14,26,9,4,4,6,1
2020-08-01,"Limburg","Flanders",7,9,1,0,0,1,0
2020-08-01,"Liège","Wallonia",12,23,6,6,6,3,0
2020-08-01,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-08-01,"Namur","Wallonia",6,5,2,2,2,1,0
2020-08-01,"OostVlaanderen","Flanders",14,12,1,1,1,2,0
2020-08-01,"VlaamsBrabant","Flanders",6,4,3,0,0,2,1
2020-08-01,"WestVlaanderen","Flanders",11,33,2,3,3,1,0
2020-08-02,"Antwerpen","Flanders",14,92,21,13,13,9,2
2020-08-02,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-02,"Brussels","Brussels",15,56,10,3,3,6,0
2020-08-02,"Hainaut","Wallonia",14,30,10,5,5,6,2
2020-08-02,"Limburg","Flanders",7,12,1,0,0,1,0
2020-08-02,"Liège","Wallonia",12,27,7,5,5,3,0
2020-08-02,"Luxembourg","Wallonia",3,0,0,0,0,0,0
2020-08-02,"Namur","Wallonia",6,5,2,0,0,1,0
2020-08-02,"OostVlaanderen","Flanders",14,14,2,2,2,2,0
2020-08-02,"VlaamsBrabant","Flanders",6,5,3,1,1,2,1
2020-08-02,"WestVlaanderen","Flanders",11,30,2,0,0,1,0
2020-08-03,"Antwerpen","Flanders",14,96,20,11,11,10,2
2020-08-03,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-03,"Brussels","Brussels",15,65,7,10,10,5,0
2020-08-03,"Hainaut","Wallonia",14,30,8,1,1,7,2
2020-08-03,"Limburg","Flanders",7,12,1,0,0,1,0
2020-08-03,"Liège","Wallonia",12,27,9,1,1,3,0
2020-08-03,"Luxembourg","Wallonia",3,0,0,0,0,0,0
2020-08-03,"Namur","Wallonia",6,5,2,0,0,1,0
2020-08-03,"OostVlaanderen","Flanders",14,15,2,1,1,2,0
2020-08-03,"VlaamsBrabant","Flanders",6,7,3,2,2,2,1
2020-08-03,"WestVlaanderen","Flanders",11,33,2,3,3,1,0
2020-08-04,"Antwerpen","Flanders",14,90,24,9,9,9,2
2020-08-04,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-04,"Brussels","Brussels",15,59,9,8,8,3,0
2020-08-04,"Hainaut","Wallonia",14,26,8,0,0,7,2
2020-08-04,"Limburg","Flanders",7,12,1,1,1,1,0
2020-08-04,"Liège","Wallonia",12,28,10,2,2,3,0
2020-08-04,"Luxembourg","Wallonia",3,0,0,0,0,0,0
2020-08-04,"Namur","Wallonia",6,4,2,0,0,1,0
2020-08-04,"OostVlaanderen","Flanders",14,13,3,0,0,2,0
2020-08-04,"VlaamsBrabant","Flanders",6,6,4,0,0,3,1
2020-08-04,"WestVlaanderen","Flanders",11,27,2,0,0,1,0
2020-08-05,"Antwerpen","Flanders",14,97,22,16,16,8,2
2020-08-05,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-05,"Brussels","Brussels",15,68,9,15,15,4,0
2020-08-05,"Hainaut","Wallonia",14,29,8,2,2,5,2
2020-08-05,"Limburg","Flanders",7,9,2,1,1,2,0
2020-08-05,"Liège","Wallonia",12,29,9,6,6,3,0
2020-08-05,"Luxembourg","Wallonia",3,1,0,1,1,0,0
2020-08-05,"Namur","Wallonia",6,6,2,1,1,1,0
2020-08-05,"OostVlaanderen","Flanders",14,16,3,2,2,2,0
2020-08-05,"VlaamsBrabant","Flanders",6,9,4,2,2,3,1
2020-08-05,"WestVlaanderen","Flanders",11,29,2,4,4,1,0
2020-08-06,"Antwerpen","Flanders",14,90,25,14,14,10,2
2020-08-06,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-06,"Brussels","Brussels",15,62,11,6,6,4,0
2020-08-06,"Hainaut","Wallonia",14,27,8,3,3,6,1
2020-08-06,"Limburg","Flanders",7,12,4,2,2,2,0
2020-08-06,"Liège","Wallonia",12,33,9,4,4,3,0
2020-08-06,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-08-06,"Namur","Wallonia",6,6,2,0,0,1,0
2020-08-06,"OostVlaanderen","Flanders",14,17,3,1,1,2,0
2020-08-06,"VlaamsBrabant","Flanders",6,5,1,0,0,3,1
2020-08-06,"WestVlaanderen","Flanders",11,25,2,3,3,1,0
2020-08-07,"Antwerpen","Flanders",14,92,26,11,11,11,2
2020-08-07,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-07,"Brussels","Brussels",15,69,12,9,9,5,0
2020-08-07,"Hainaut","Wallonia",14,24,9,1,1,7,2
2020-08-07,"Limburg","Flanders",7,12,3,2,2,2,0
2020-08-07,"Liège","Wallonia",12,34,8,4,4,5,0
2020-08-07,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-08-07,"Namur","Wallonia",6,7,2,0,0,1,0
2020-08-07,"OostVlaanderen","Flanders",14,19,3,4,4,2,0
2020-08-07,"VlaamsBrabant","Flanders",6,7,4,1,1,3,1
2020-08-07,"WestVlaanderen","Flanders",11,20,2,1,1,1,0
2020-08-08,"Antwerpen","Flanders",14,89,25,16,16,9,2
2020-08-08,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-08,"Brussels","Brussels",15,70,12,10,10,4,0
2020-08-08,"Hainaut","Wallonia",14,27,9,4,4,7,2
2020-08-08,"Limburg","Flanders",7,13,4,0,0,2,0
2020-08-08,"Liège","Wallonia",12,32,8,3,3,5,0
2020-08-08,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-08-08,"Namur","Wallonia",6,9,1,2,2,1,0
2020-08-08,"OostVlaanderen","Flanders",14,17,3,1,1,2,0
2020-08-08,"VlaamsBrabant","Flanders",6,6,3,0,0,3,1
2020-08-08,"WestVlaanderen","Flanders",11,17,2,2,2,1,0
2020-08-09,"Antwerpen","Flanders",14,92,24,8,8,10,2
2020-08-09,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-09,"Brussels","Brussels",15,71,14,3,3,4,0
2020-08-09,"Hainaut","Wallonia",14,29,9,3,3,7,2
2020-08-09,"Limburg","Flanders",7,11,4,1,1,2,0
2020-08-09,"Liège","Wallonia",12,33,9,3,3,5,0
2020-08-09,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-08-09,"Namur","Wallonia",6,11,1,3,3,1,0
2020-08-09,"OostVlaanderen","Flanders",14,15,3,2,2,1,0
2020-08-09,"VlaamsBrabant","Flanders",6,5,3,0,0,3,1
2020-08-09,"WestVlaanderen","Flanders",11,17,2,0,0,1,0
2020-08-10,"Antwerpen","Flanders",14,101,25,21,21,13,2
2020-08-10,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-10,"Brussels","Brussels",15,81,16,10,10,7,1
2020-08-10,"Hainaut","Wallonia",14,29,8,0,0,7,1
2020-08-10,"Limburg","Flanders",7,11,4,2,2,2,0
2020-08-10,"Liège","Wallonia",12,35,11,1,1,7,0
2020-08-10,"Luxembourg","Wallonia",3,2,0,1,1,0,0
2020-08-10,"Namur","Wallonia",6,12,1,1,1,1,0
2020-08-10,"OostVlaanderen","Flanders",14,18,3,4,4,1,0
2020-08-10,"VlaamsBrabant","Flanders",6,7,3,1,1,3,1
2020-08-10,"WestVlaanderen","Flanders",11,16,2,0,0,1,0
2020-08-11,"Antwerpen","Flanders",14,104,27,15,15,13,2
2020-08-11,"BrabantWallon","Wallonia",2,0,0,0,0,0,0
2020-08-11,"Brussels","Brussels",15,75,14,12,12,5,1
2020-08-11,"Hainaut","Wallonia",14,29,7,6,6,5,0
2020-08-11,"Limburg","Flanders",7,11,6,2,2,3,0
2020-08-11,"Liège","Wallonia",12,32,11,3,3,6,0
2020-08-11,"Luxembourg","Wallonia",3,1,0,0,0,0,0
2020-08-11,"Namur","Wallonia",6,15,3,4,4,1,0
2020-08-11,"OostVlaanderen","Flanders",14,17,3,4,4,1,0
2020-08-11,"VlaamsBrabant","Flanders",6,8,4,2,2,3,1
2020-08-11,"WestVlaanderen","Flanders",11,15,2,4,4,1,0
2020-08-12,"Antwerpen","Flanders",14,92,29,12,12,17,2
